engine,query_name,run_idx,execution_time_s
duckdb,query_98.sql,7,0.884356
duckdb,query_99.sql,7,0.542088
duckdb,query_1.sql,8,0.475899
duckdb,query_2.sql,8,0.564438
duckdb,query_3.sql,8,0.558110
duckdb,query_4.sql,8,2.306494
duckdb,query_5.sql,8,1.321117
duckdb,query_6.sql,8,0.653495
duckdb,query_7.sql,8,1.048202
duckdb,query_8.sql,8,0.873265
duckdb,query_9.sql,8,0.889114
duckdb,query_10.sql,8,0.734409
duckdb,query_11.sql,8,1.604691
duckdb,query_12.sql,8,0.521845
duckdb,query_13.sql,8,1.015605
duckdb,query_14.sql,8,4.533794
duckdb,query_15.sql,8,0.394875
duckdb,query_16.sql,8,0.414942
duckdb,query_17.sql,8,1.149420
duckdb,query_18.sql,8,0.485284
duckdb,query_19.sql,8,1.070507
duckdb,query_20.sql,8,0.369775
duckdb,query_21.sql,8,0.317410
duckdb,query_22.sql,8,2.350577
duckdb,query_23.sql,8,3.726313
duckdb,query_24.sql,8,0.711781
duckdb,query_25.sql,8,0.955668
duckdb,query_26.sql,8,0.530816
duckdb,query_27.sql,8,1.084689
duckdb,query_28.sql,8,0.965359
duckdb,query_29.sql,8,1.100936
duckdb,query_30.sql,8,0.572892
duckdb,query_31.sql,8,0.766998
duckdb,query_32.sql,8,0.327301
duckdb,query_33.sql,8,1.031736
duckdb,query_34.sql,8,0.767440
duckdb,query_35.sql,8,1.158625
duckdb,query_36.sql,8,0.914675
duckdb,query_37.sql,8,0.967901
duckdb,query_38.sql,8,0.846393
duckdb,query_39.sql,8,0.509611
duckdb,query_40.sql,8,0.474691
duckdb,query_41.sql,8,0.246582
duckdb,query_42.sql,8,0.584445
duckdb,query_43.sql,8,0.645395
duckdb,query_44.sql,8,0.682872
